"Restaurant.Name","BBL","Building.Number","Street","Borough","Postcode","Latitude","Longitude","Business.Address","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol","Time.of.Submission","GRADE","GRADE.DATE","CUISINE.DESCRIPTION","Time"
"TROPICAL PARADISE BALLROOM",3047850070,"1363","UTICA AVENUE","Brooklyn",11203,40.63909,-73.929021,"1363  UTICA AVENUE, Brooklyn, NY","yes","no","yes","06/22/2020 11:35:00 PM","A",2019-08-07,"Caribbean","06/22/2020"
"UES.",1015340025,"1707","2nd Avenue","Manhattan",10128,40.779427,-73.950627,"1707 2nd Avenue, Manhattan, NY","yes","no","yes","06/24/2020 06:45:00 PM","A",2020-01-13,"Café/Coffee/Tea","06/24/2020"
"Beach Cafe",1014440049,"1326","2nd Avenue","Manhattan",10021,40.767398,-73.959379,"1326 2nd Avenue, Manhattan, NY","yes","yes","yes","07/07/2020 12:47:00 PM","A",2019-04-11,"American","07/07/2020"
"Dengji Restaurant",4051490137,"46-22","kissena blvd","Queens",11355,40.750121,-73.8186,"46-22  kissena blvd, Queens, NY","yes","no","no","08/24/2020 05:12:00 PM","A",2019-09-25,"Chinese","08/24/2020"
"Maggie Reilly's",1007530005,"340","9th ave","Manhattan",10001,40.750544,-73.998365,"340 9th ave, Manhattan, NY","yes","no","yes","06/21/2020 01:42:00 PM","A",2019-08-15,"Irish","06/21/2020"
"Taqueria restaurante my barrio inc.",3053510062,"3415","14th Avenue","Brooklyn",11218,40.641913,-73.981356,"3415 14th Avenue, Brooklyn, NY","yes","no","yes","06/22/2020 03:16:00 PM","A",2019-12-03,"Mexican","06/22/2020"
"Claw Daddyï¿½s",1004177501,"185","Orchard st","Manhattan",10002,40.72199,-73.988254,"185 Orchard st, Manhattan, NY","yes","yes","yes","07/04/2020 10:02:00 AM","A",2020-01-28,"Seafood","07/04/2020"
"Bierhaus NYC",1012990038,"712","Third Avenue","Manhattan",10017,40.752438,-73.973244,"712 Third Avenue, Manhattan, NY","no","yes","yes","06/24/2020 11:54:00 AM","A",2019-12-30,"American","06/24/2020"
"Jeong Yook",4052660004,"152-12","Northern Blvd","Queens",11352,40.7649,-73.812155,"152-12 Northern Blvd, Queens, NY","yes","yes","yes","07/21/2020 12:51:00 PM","N",2020-07-21,"Korean","07/21/2020"
"Chris Restaurants",3063710047,"1866","86th st","Brooklyn",11214,40.606293,-74.00107,"1866 86th st, Brooklyn, NY","yes","yes","yes","06/22/2020 11:34:00 AM","A",2019-11-20,"Sandwiches","06/22/2020"
"AREPPAS 2 LLC",1008790009,"115","EAST 23RD STREET","Manhattan",10010,40.739872,-73.985584,"115  EAST 23RD STREET, Manhattan, NY","yes","no","yes","06/22/2020 04:49:00 PM","A",2020-03-04,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/22/2020"
"Flanaganï¿½s Tavern",5051340003,"3932","Amboy Road","Staten Island",10308,40.551415,-74.149385,"3932  Amboy Road, Staten Island, NY","yes","no","yes","06/24/2020 05:41:00 PM","A",2019-08-14,"American","06/24/2020"
"Bravi Ragazzi",3018310041,"570","Putnam Ave","Brooklyn",11221,40.685285,-73.939054,"570 Putnam Ave, Brooklyn, NY","yes","no","yes","06/20/2020 08:28:00 PM","A",2019-11-09,"Pizza","06/20/2020"
"Topical paradise restaurant & bakery on Ave D inc",3047800007,"1250","Utica Ave","Brooklyn",11203,40.641783,-73.929328,"1250 Utica Ave , Brooklyn, NY","yes","no","yes","06/22/2020 01:37:00 PM","A",2019-07-22,"Caribbean","06/22/2020"
"Nowon",1004020062,"507","E 6th st","Manhattan",10009,40.725291,-73.983505,"507 E 6th st, Manhattan, NY","yes","yes","yes","06/23/2020 12:51:00 PM","A",2020-01-21,"Korean","06/23/2020"
"mk",1008340033,"11","WEST 32Nd st","Manhattan",10001,40.747414,-73.986091,"11  WEST 32Nd st, Manhattan, NY","no","no","yes","08/10/2020 03:50:00 PM","A",2020-03-03,"Chinese/Cuban","08/10/2020"
"mk",1008340033,"11","WEST 32Nd st","Manhattan",10001,40.747414,-73.986091,"11  WEST 32Nd st, Manhattan, NY","no","no","yes","08/10/2020 03:50:00 PM","A",2020-03-03,"Chicken","08/10/2020"
"El encuentro restaurant",4017760078,"3901","104th street","Queens",11368,40.750555,-73.862039,"3901 104th street , Queens, NY","yes","no","yes","06/25/2020 08:41:00 PM","A",2019-04-29,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/25/2020"
"Kaia Wine Bar",1015190040,"1614","3rd Avenue","Manhattan",10128,40.781755,-73.95186,"1614 3rd Avenue, Manhattan, NY","yes","yes","yes","06/30/2020 02:46:00 PM","A",2020-02-13,"African","06/30/2020"
"McCarren Hotel and Pool",3022900010,"160","North 12th Street","Brooklyn",11249,40.72101,-73.955428,"160 North 12th Street, Brooklyn, NY","yes","yes","yes","06/23/2020 10:36:00 AM","A",2020-02-03,"Vegetarian","06/23/2020"
"The Monro Pub",3010230008,"481","5th Ave","Brooklyn",11215,40.667786,-73.987445,"481  5th Ave, Brooklyn, NY","yes","yes","yes","07/09/2020 12:49:00 PM","A",2019-07-30,"English","07/09/2020"
"GEO SI GI",4052660012,"152-28","NORTHERN BLVD","Queens",11354,40.764897,-73.812144,"152-28 NORTHERN BLVD, Queens, NY","yes","yes","yes","08/11/2020 02:13:00 PM","B",2020-02-27,"Korean","08/11/2020"
"King Mother",3051430084,"1205","Cortelyou Rd","Brooklyn",11218,40.640117,-73.966894,"1205 Cortelyou Rd, Brooklyn, NY","yes","no","yes","06/20/2020 06:24:00 PM","A",2020-03-07,"Italian","06/20/2020"
"Xstasy bar lounge",3006580030,"758","5Th Avenue","Brooklyn",11232,40.658468,-73.996432,"758  5Th Avenue, Brooklyn, NY","no","yes","yes","06/23/2020 06:29:00 PM","A",2019-04-02,"American","06/23/2020"
"Chow House",1005400040,"181","Bleecker st","Manhattan",10012,40.729023,-74.000873,"181  Bleecker st, Manhattan, NY","no","yes","yes","06/25/2020 08:49:00 PM","A",2019-10-02,"Chinese","06/25/2020"
"Indigo Murphyï¿½s",3059010042,"7102","Fort Hamilton Pkwy","Brooklyn",11228,40.627657,-74.013693,"7102 Fort Hamilton Pkwy, Brooklyn, NY","yes","no","yes","06/22/2020 07:59:00 PM","A",2019-05-07,"American","06/22/2020"
"El Ancla Restaurant Bar",4005380043,"28-08","21st  street","Queens",11102,40.770914,-73.927003,"28-08 21st  street, Queens, NY","yes","no","yes","07/02/2020 10:08:00 PM","A",2019-04-18,"Peruvian","07/02/2020"
"Putnam's Pub",3018870093,"419","Myrtle Ave","Brooklyn",11205,40.693131,-73.969042,"419 Myrtle Ave, Brooklyn, NY","yes","no","yes","07/01/2020 02:07:00 PM","A",2019-12-24,"Irish","07/01/2020"
"MMR Foods Inc",1014570004,"1136","First Avenue","Manhattan",10065,40.761719,-73.960411,"1136 First Avenue, Manhattan, NY","yes","no","yes","06/23/2020 07:04:00 PM","A",2019-09-05,"Indian","06/23/2020"
"718 bar and grill",4032580028,"72-13","Austin st","Queens",11375,40.719168,-73.84219,"72-13 Austin st, Queens, NY","yes","yes","yes","08/06/2020 03:48:00 PM","A",2019-10-30,"Mediterranean","08/06/2020"
"Basta Pasta",1008190017,"37","W 17th","Manhattan",10011,40.738475,-73.99353,"37 W 17th , Manhattan, NY","yes","yes","yes","08/19/2020 04:27:00 PM","A",2019-12-04,"Japanese","08/19/2020"
"Earl's Beer & Cheese",1016250003,"1259","Park Avenue","Manhattan",10029,40.787443,-73.951892,"1259 Park Avenue, Manhattan, NY","yes","yes","yes","07/07/2020 05:55:00 PM","A",2019-11-20,"American","07/07/2020"
"The Mermaid Inn",1012350034,"570-572","Amsterdam Avenue","Manhattan",10024,40.788732,-73.974263,"570-572  Amsterdam Avenue, Manhattan, NY","yes","yes","yes","06/22/2020 02:36:00 PM","A",2019-12-26,"Seafood","06/22/2020"
"Bia Bar & Grill",3024550027,"67","South 6th Street","Brooklyn",11211,40.711212,-73.965939,"67 South 6th Street, Brooklyn, NY","yes","yes","yes","06/23/2020 07:17:00 AM","B",2019-08-02,"Vietnamese/Cambodian/Malaysia","06/23/2020"
"Excelente Gil Cafeteria y Restaurante",2037770005,"1204-1206","Stratford Avenue","Bronx",10472,40.829665,-73.875595,"1204-1206 Stratford Avenue, Bronx, NY","yes","yes","yes","06/27/2020 04:16:00 PM","A",2020-01-08,"Hamburgers","06/27/2020"
"RANCHO TEQUILERIA",1010600029,"741","9th AVENUE","Manhattan",10019,40.763584,-73.988889,"741 9th AVENUE, Manhattan, NY","yes","yes","yes","06/22/2020 03:17:00 PM","A",2019-09-09,"Irish","06/22/2020"
"Pizza Secret",3009340039,"72","5th Ave","Brooklyn",11217,40.680776,-73.97752,"72  5th Ave , Brooklyn, NY","no","no","yes","07/03/2020 01:41:00 PM","A",2019-09-17,"Pizza","07/03/2020"
"Amsterdam Ale House",1011680029,"340","Amsterdam Ave","Manhattan",10024,40.781248,-73.979721,"340 Amsterdam Ave, Manhattan, NY","yes","yes","yes","06/24/2020 07:29:00 PM","B",2019-11-14,"American","06/24/2020"
"Banc Cafe",1009110001,"431","3rd Avenue","Manhattan",10016,40.743293,-73.979885,"431  3rd Avenue, Manhattan, NY","yes","yes","yes","06/20/2020 02:52:00 PM","A",2020-01-16,"American","06/20/2020"
"Blue Agave Restaurant and Tequileria",3059080005,"7215-B","3rd Avenue","Brooklyn",11209,40.633342,-74.027011,"7215-B  3rd Avenue, Brooklyn, NY","yes","yes","yes","06/20/2020 06:12:00 PM","A",2019-08-21,"Mexican","06/20/2020"
"JONES WOOD FOUNDRY",1014710101,"401","East 76th Street","Manhattan",10021,40.770256,-73.953771,"401 East 76th Street, Manhattan, NY","yes","yes","yes","06/23/2020 11:36:00 AM","A",2019-10-26,"English","06/23/2020"
"Shake Shack UWS",1011490031,"366","Columbus Ave.","Manhattan",10024,40.780893,-73.976266,"366  Columbus Ave., Manhattan, NY","yes","yes","yes","08/17/2020 12:46:00 PM","A",2020-01-23,"Mexican","08/17/2020"
"WAHI Diner",1021370141,"3915","Broadway","Manhattan",10032,40.83824,-73.941837,"3915  Broadway, Manhattan, NY","yes","yes","yes","06/25/2020 10:27:00 AM","A",2019-11-25,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/25/2020"
"Worthwild",1007430083,"156","9TH AVE","Manhattan",10011,40.744352,-74.002876,"156 9TH AVE, Manhattan, NY","yes","yes","yes","08/23/2020 02:44:00 PM","A",2019-11-12,"American","08/23/2020"
"Anejo Tribeca",1001930025,"301","Church Street","Manhattan",10013,40.719322,-74.00447,"301  Church Street, Manhattan, NY","yes","yes","yes","06/23/2020 04:11:00 PM","A",2020-03-16,"Mexican","06/23/2020"
"The Bread Factory Cafe",1007850041,"470","7th Avenue","Manhattan",10018,40.751949,-73.989941,"470 7th Avenue, Manhattan, NY","yes","yes","yes","06/23/2020 08:05:00 AM","A",2019-10-22,"American","06/23/2020"
"LA BERGAMOTE",1007187501,"177","NINTH AVENUE","Manhattan",10011,40.744917,-74.002487,"177  NINTH AVENUE, Manhattan, NY","yes","yes","yes","06/24/2020 12:41:00 PM","A",2020-01-24,"French","06/24/2020"
"JM TAVERN INC",1008380012,"53","WEST 36TH STREET","Manhattan",10018,40.750648,-73.985798,"53 WEST 36TH STREET, Manhattan, NY","yes","yes","yes","06/22/2020 10:47:00 AM","A",2019-06-03,"Irish","06/22/2020"
"Juku",1001640002,"32","Mulberry St","Manhattan",10013,40.714615,-73.999596,"32 Mulberry St, Manhattan, NY","yes","no","yes","07/02/2020 07:27:00 PM","A",2019-06-12,"Japanese","07/02/2020"
"Kelly's Tavern",3061080004,"9259","4th Avenue","Brooklyn",11209,40.617345,-74.03057,"9259  4th Avenue, Brooklyn, NY","yes","yes","yes","07/02/2020 02:48:00 PM","A",2019-05-06,"American","07/02/2020"
"strangelove",1013270013,"229","E 53rd street","Manhattan",10022,40.75738,-73.968604,"229 E 53rd street , Manhattan, NY","no","yes","yes","07/03/2020 04:41:00 PM","A",2019-05-14,"American","07/03/2020"
"Gabby O'Haras",1008150014,"123","West 39th st","Manhattan",10018,40.753412,-73.986602,"123  West 39th st, Manhattan, NY","yes","yes","yes","06/30/2020 02:26:00 PM","A",2020-01-27,"Irish","06/30/2020"
"Jimbos Restaurant & Bar",4008380012,"30-05","Astoria Blvd.","Queens",11102,40.770272,-73.918831,"30-05 Astoria Blvd., Queens, NY","yes","yes","yes","08/21/2020 02:15:00 PM","A",2019-09-20,"Greek","08/21/2020"
"Talk Of the Town Tavern Inc.",5054330001,"18","Giffords Lane","Staten Island",10308,40.551213,-74.150349,"18 Giffords Lane, Staten Island, NY","yes","no","yes","07/15/2020 01:33:00 PM","A",2020-02-13,"Bottled beverages, including water, sodas, juices, etc.","07/15/2020"
"che li",1004640048,"23","st marks pl","Manhattan",10003,40.729008,-73.988609,"23 st marks pl, Manhattan, NY","yes","yes","yes","07/16/2020 07:02:00 PM","A",2020-01-09,"Chinese","07/16/2020"
"Deja Vu Restaurant and Bar",5010370003,"297","Port Richmond  Ave","Staten Island",10302,40.634319,-74.135862,"297 Port Richmond  Ave, Staten Island, NY","no","yes","yes","08/09/2020 09:43:00 PM","A",2019-11-14,"Mexican","08/09/2020"
"Elm Ortchid LLC",4013310041,"59-10","Woodside Avenue","Queens",11377,40.745323,-73.905342,"59-10  Woodside Avenue, Queens, NY","yes","yes","yes","07/04/2020 09:51:00 AM","A",2020-02-20,"Irish","07/04/2020"
"Chikurin",3074627502,"1702","Ave Z","Brooklyn",11235,40.588181,-73.952295,"1702 Ave Z, Brooklyn, NY","yes","no","yes","06/24/2020 04:43:00 PM","B",2020-02-25,"Japanese","06/24/2020"
"Canyon Road Grill",1014710003,"1470","First Ave","Manhattan",10075,40.770703,-73.953871,"1470 First Ave, Manhattan, NY","yes","yes","yes","07/05/2020 03:52:00 PM","N",2020-07-05,"Mexican","07/05/2020"
"Wasabi Point",4015220009,"7618","Woodside Ave.","Queens",11373,40.743433,-73.888621,"7618 Woodside Ave., Queens, NY","yes","yes","yes","07/24/2020 07:18:00 PM","A",2019-03-19,"Asian","07/24/2020"
"Salt + Charcoal",3023800025,"171","Grand St.","Brooklyn",11249,40.714601,-73.961504,"171 Grand St., Brooklyn, NY","no","yes","yes","06/29/2020 01:56:00 PM","C",2020-02-27,"Japanese","06/29/2020"
"Spuyten Duyvil",3023460028,"359","Metropolitan Avenue","Brooklyn",11211,40.71411,-73.956032,"359  Metropolitan Avenue, Brooklyn, NY","yes","yes","yes","06/20/2020 05:10:00 PM","A",2019-08-21,"American","06/20/2020"
"bibi wine bar",1004000052,"211","East 4th St.","Manhattan",10009,40.723757,-73.983621,"211 East 4th St., Manhattan, NY","yes","yes","yes","06/20/2020 12:44:00 PM","A",2019-10-15,"American","06/20/2020"
"Coast and Valley",3026797503,"587","Manhattan Ave","Brooklyn",11222,40.722907,-73.9503,"587 Manhattan Ave, Brooklyn, NY","yes","no","yes","06/22/2020 03:21:00 PM","A",2020-01-16,"Californian","06/22/2020"
"Bareburger Astoria",4006250001,"33-21","31st Ave","Queens",11106,40.763473,-73.921644,"33-21 31st Ave, Queens, NY","no","yes","yes","06/24/2020 05:55:00 PM","A",2020-03-04,"American","06/24/2020"
"FESTIVï¿½L",1014150021,"1155","2nd ave","Manhattan",10065,40.76166,-73.963584,"1155 2nd ave, Manhattan, NY","yes","no","yes","06/27/2020 03:15:00 PM","A",2019-10-16,"Juice, Smoothies, Fruit Salads","06/27/2020"
"Le Bilboquet",1013740047,"22","East 60th Street","Manhattan",10022,40.764091,-73.970684,"22 East 60th Street, Manhattan, NY","yes","yes","yes","08/08/2020 10:13:00 AM","A",2019-09-17,"French","08/08/2020"
"Manhattan Diner",1012420040,"2532","Broadway","Manhattan",10025,40.79377,-73.972419,"2532 Broadway, Manhattan, NY","yes","yes","yes","07/29/2020 04:36:00 PM","A",2019-12-18,"American","07/29/2020"
"Reichenbach Hall",1008390034,"5","W 37 ST","Manhattan",10018,40.750592,-73.983744,"5  W 37 ST, Manhattan, NY","yes","yes","yes","06/22/2020 01:08:00 PM","A",2019-08-09,"German","06/22/2020"
"RESTAURANTE ASADERO MIS TIERRAS COLOMBIANAS",4013230089,"54 08","ROOSEVELT AVE.","Queens",11377,40.744786,-73.910341,"54 08  ROOSEVELT AVE., Queens, NY","yes","yes","yes","06/27/2020 08:31:00 PM","A",2020-02-27,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/27/2020"
"Bajeko Sekuwa",4001680031,"43-16","Queens Blvd.","Queens",11373,40.743447,-73.921238,"43-16 Queens Blvd., Queens, NY","yes","yes","yes","07/17/2020 05:13:00 PM","A",2019-09-23,"Indian","07/17/2020"
"The Bedford",3022970013,"110","Bedford Avenue","Brooklyn",11249,40.71997,-73.955447,"110 Bedford Avenue, Brooklyn, NY","yes","yes","yes","06/26/2020 08:05:00 AM","A",2019-12-11,"American","06/26/2020"
"WOGIES BAR & GRILL",1006120065,"1","Charles St","Manhattan",10014,40.735289,-74.000541,"1  Charles St, Manhattan, NY","no","yes","yes","06/23/2020 11:01:00 AM","A",2019-03-01,"American","06/23/2020"
"Eve's",3011740001,"769","Washington Avenue","Brooklyn",11238,40.673839,-73.962991,"769  Washington Avenue, Brooklyn, NY","yes","yes","yes","06/20/2020 08:30:00 PM","A",2019-12-28,"Vegetarian","06/20/2020"
"Paulie Gee's Slice Shop",3025690009,"110","Franklin Street","Brooklyn",11222,40.728356,-73.957332,"110 Franklin Street, Brooklyn, NY","no","yes","yes","06/23/2020 06:26:00 PM","A",2020-02-01,"Pizza","06/23/2020"
"Paulie Gee's",3025620012,"60","Greenpoint Ave.","Brooklyn",11222,40.729778,-73.958569,"60 Greenpoint Ave., Brooklyn, NY","yes","yes","yes","07/01/2020 07:19:00 PM","A",2019-05-17,"Pizza","07/01/2020"
"Severino",2032620071,"3648","Bailey Avenue","Bronx",10463,40.883552,-73.898498,"3648 Bailey Avenue, Bronx, NY","yes","yes","yes","06/21/2020 07:26:00 PM","A",2020-02-05,"Chinese","06/21/2020"
"Chez Josephine",1010510040,"414","W 42nd St","Manhattan",10036,40.758712,-73.993326,"414  W 42nd St, Manhattan, NY","yes","no","yes","08/07/2020 02:39:00 PM","B",2019-06-07,"French","08/07/2020"
"Village Natural Restaurant",1006060018,"46","Greenwich Ave","Manhattan",10011,40.735602,-74.00052,"46 Greenwich Ave, Manhattan, NY","yes","no","yes","08/18/2020 09:54:00 PM","A",2019-12-03,"American","08/18/2020"
"Maison Harlem",1019540050,"341","St. Nicholas Avenue","Manhattan",10027,40.81209,-73.951437,"341 St. Nicholas Avenue , Manhattan, NY","yes","yes","yes","06/23/2020 01:52:00 PM","A",2019-08-05,"French","06/23/2020"
"Catch Steak",1007400001,"88","Ninth Avenue","Manhattan",10011,40.742367,-74.004341,"88 Ninth Avenue, Manhattan, NY","yes","no","yes","07/14/2020 02:52:00 PM","A",2020-02-28,"Steak","07/14/2020"
"Bounce Sporting Club",1008230009,"55","west 21st street","Manhattan",10010,40.740998,-73.992234,"55 west 21st street , Manhattan, NY","yes","yes","yes","08/03/2020 10:34:00 AM","A",2019-04-08,"American","08/03/2020"
"Good Enough to Eat",1012160027,"520","Columbus Ave","Manhattan",10024,40.785912,-73.972606,"520  Columbus Ave, Manhattan, NY","yes","yes","yes","06/22/2020 01:15:00 PM","A",2020-03-04,"American","06/22/2020"
"Hotel Delmano",3023100023,"82","Berry St","Brooklyn",11249,40.719663,-73.957918,"82 Berry St, Brooklyn, NY","yes","no","yes","08/01/2020 03:43:00 PM","A",2019-05-17,"American","08/01/2020"
"The Avenue Restaurant",4037090032,"7122","Myrtle ave","Queens",11385,40.70205,-73.8794,"7122 Myrtle ave, Queens, NY","yes","yes","yes","06/23/2020 01:52:00 PM","A",2019-09-11,"American","06/23/2020"
"North Square Restaurant",1005537501,"103","Waverly Place","Manhattan",10011,40.73236,-73.998889,"103 Waverly Place, Manhattan, NY","no","no","yes","07/17/2020 02:45:00 PM","A",2019-08-06,"American","07/17/2020"
"Negril BK",3009610034,"254","5th Ave","Brooklyn",11215,40.674974,-73.981481,"254 5th Ave , Brooklyn, NY","yes","yes","yes","06/25/2020 02:09:00 PM","A",2020-03-12,"Caribbean","06/25/2020"
"Underdog",1000290046,"55","Stone Street","Manhattan",10004,40.704424,-74.010221,"55 Stone Street, Manhattan, NY","no","yes","yes","06/20/2020 04:03:00 PM","A",2020-03-09,"American","06/20/2020"
"Nur",1008430037,"18","E 16th Street","Manhattan",10003,40.737111,-73.992152,"18 E 16th Street, Manhattan, NY","no","no","yes","07/20/2020 12:52:00 PM","A",2019-09-12,"Bakery","07/20/2020"
"2k Cafe Ole, Inc.",4032340173,"70-20","Austin Street","Queens",11375,40.720697,-73.846274,"70-20 Austin Street, Queens, NY","yes","yes","yes","06/30/2020 03:20:00 PM","A",2019-11-19,"American","06/30/2020"
"EL SABOR LATINO",2033200008,"2968","JEROME AVE","Bronx",10468,40.873062,-73.889504,"2968 JEROME AVE, Bronx, NY","yes","yes","yes","06/24/2020 05:51:00 PM","A",2020-02-12,"Spanish","06/24/2020"
"The Gather Inn Again",3089250182,"2718","Gerritsen Avenue","Brooklyn",11229,40.592824,-73.925128,"2718 Gerritsen Avenue, Brooklyn, NY","yes","no","yes","06/22/2020 01:10:00 PM","A",2019-09-10,"Irish","06/22/2020"
"CLOISTERS DELI",1022460125,"7","HENSHAW STREET","Manhattan",10034,40.866754,-73.93004,"7 HENSHAW STREET, Manhattan, NY","yes","yes","yes","06/21/2020 04:30:00 PM","A",2020-03-13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/21/2020"
"Fleming By Le Bilboquet",1013770024,"27","East 62nd Street","Manhattan",10065,40.76537,-73.969781,"27 East 62nd Street, Manhattan, NY","yes","yes","yes","08/08/2020 12:54:00 PM","A",2019-09-16,"American","08/08/2020"
"Fukurou",1005260025,"87","Macdougal Street","Manhattan",10012,40.728965,-74.001375,"87 Macdougal Street , Manhattan, NY","yes","yes","yes","07/08/2020 04:30:00 PM","A",2019-05-28,"American","07/08/2020"
"GU Japanese Fusion Sushi and Bar",1013070029,"155","East 52nd street","Manhattan",10022,40.757518,-73.970882,"155 East 52nd street , Manhattan, NY","yes","yes","yes","07/06/2020 06:06:00 PM","A",2019-11-29,"American","07/06/2020"
"The Duplex",1006100001,"61","Christopher Street","Manhattan",10014,40.733697,-74.002353,"61 Christopher Street, Manhattan, NY","no","no","yes","07/16/2020 01:37:00 PM","A",2020-02-20,"Mexican","07/16/2020"
