"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"EL COFRE","454  MYRTLE AVE, Brooklyn, NY","A",11205,40.693284,-73.967293,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Rab's Country Lanes","1600 Hylan Boulevard, Staten Island, NY","A",10305,40.589514,-74.089443,"American","Americas","yes","yes","yes"
"J.Bespoke","121 E 27th St. , Manhattan, NY","A",10016,40.742281,-73.983497,"Irish","European","yes","no","yes"
"karaoke City","22 west 32nd street, Manhattan, NY","A",10001,40.747634,-73.986654,"Other","Others","no","yes","yes"
"L'Wren","4004 5th ave, Brooklyn, NY","A",11232,40.650613,-74.004602,"American","Americas","yes","yes","yes"
"Miss Lily's 7A","109 Avenue A, Manhattan, NY","A",10009,40.725969,-73.98361,"Vegetarian","Vegetarian","yes","yes","yes"
"Dae Bach Sik Dang","146-06 34th ave, Queens, NY","B",11354,40.767249,-73.820874,"Korean","Asian","yes","yes","yes"
"Tilt Lounge Corp","13115  Jamaica Avenue, Queens, NY","A",11418,40.702116,-73.82057,"Bottled beverages, including water, sodas, juices, etc.","Dessert","yes","no","yes"
"Golden Arrow Bar&Lounge","107-14 101 AVE, Queens, NY","A",11419,40.687201,-73.835649,"Caribbean","Americas","yes","yes","yes"
"Copper & Oak","157 Allen St, Manhattan, NY","A",10002,40.720928,-73.989502,"American","Americas","yes","yes","yes"
"Flatbush Zombie House","734 Flatbush Avenue, Brooklyn, NY","A",11226,40.655115,-73.959765,"American","Americas","yes","yes","yes"
"Flatbush Zombie House","734 Flatbush Avenue, Brooklyn, NY","A",11226,40.655115,-73.959765,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","yes"
"Cafe Bilboquet","26 East 60th Street, Manhattan, NY","A",10022,40.764069,-73.97063,"French","European","yes","yes","yes"
"Bobï¿½s Your Uncle","929  Columbus Ave, Manhattan, NY","A",10025,40.798922,-73.963084,"Other","Others","yes","yes","yes"
"JAC RESTAURANT CORP","75-16  Roosevelt Avenue, Queens, NY","A",11372,40.746959,-73.890254,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"EL CASTILLO DE JAGUA RAMIREZ CORP","679  FLATBUSH AVE., Brooklyn, NY","A",11225,40.656625,-73.960095,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Lovely Day","196  Elizabeth St, Manhattan, NY","A",10012,40.721848,-73.994484,"Thai","Asian","no","no","yes"
"Trattoria Tra Di Noi","622 East 187th Street, Bronx, NY","A",10458,40.855128,-73.886743,"Bakery","Dessert","yes","yes","yes"
"Kettle of Fish","57-59  Christopher Street, Manhattan, NY","A",10014,40.733713,-74.002241,"Mexican","Americas","no","no","yes"
"5 Star Banquet","1305  43rd Avenue, Queens, NY","A",11101,40.750995,-73.946331,"Not Listed/Not Applicable","Others","yes","yes","yes"
"Solo pizza","27 Avenue B, Manhattan, NY","A",10009,40.722365,-73.983177,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","no","no","yes"
"Minca","536 East 5th Street, Manhattan, NY","Z",10009,40.724457,-73.983462,"Japanese","Asian","no","yes","yes"
"Los Cuencanitos Restaurant","54-18 Roosevelt Avenue , Queens, NY","A",11377,40.7448,-73.910272,"Irish","European","yes","yes","yes"
"BORINQUENYA DELI RESTAURANT","5505  4th avenue, Brooklyn, NY","A",11220,40.643566,-74.015585,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"ZZ's Clam Bar","169  Thompson St, Manhattan, NY","A",10012,40.727656,-74.000336,"American","Americas","yes","yes","yes"
"House of Hookah","3907 Bell Blvd, Queens, NY","A",11361,40.76512,-73.771777,"American","Americas","no","no","yes"
"Dalongyi Hot Pot","40-44 elizabeth street, Manhattan, NY","A",10013,40.716803,-73.996811,"Chinese","Asian","yes","yes","yes"
"Brioso Ristorante","174  New Dorp Lane, Staten Island, NY","A",10306,40.573243,-74.114979,"Italian","European","yes","yes","yes"
"Amami Bar and Restaurant","57 Nassau Ave, Brooklyn, NY","A",11222,40.723347,-73.952118,"Japanese","Asian","yes","yes","yes"
"Sofia wine bar","242 East 50th Street , Manhattan, NY","A",10022,40.75539,-73.969756,"Pizza/Italian","Fast_food","no","yes","yes"
"Rocka Rolla","486 Metropolitan Ave, Brooklyn, NY","A",11211,40.714057,-73.952576,"American","Americas","yes","no","yes"
"BLEND RESTAURANT & LOUNGE  LLC","12707 94TH AVENUE, Queens, NY","B",11419,40.69541,-73.820689,"Caribbean","Americas","yes","yes","yes"
"ECB Burgers","53-21 Metropolitan ave, Queens, NY","A",11385,40.7133,-73.912375,"American","Americas","yes","no","yes"
"SCALINO G.P.","659 MANHATTAN AVE, Brooklyn, NY","A",11222,40.724599,-73.951273,"Italian","European","yes","yes","yes"
"Il Tinello Ristorante","16 West 56th Street, Manhattan, NY","A",10019,40.762627,-73.975276,"Italian","European","yes","yes","yes"
"Enzos of Arthur Avenue","2339-2343 Arthur ave, Bronx, NY","A",10458,40.854257,-73.888693,"Café/Coffee/Tea","Dessert","no","no","yes"
"Jody's Club Forest","372 Forest Ave, Staten Island, NY","A",10301,40.631016,-74.101896,"American","Americas","yes","yes","yes"
"Don Miguel Restaurante","104-26 Jamaica Avenue, Queens, NY","N",11418,40.695193,-73.842694,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Don Pollo","92-10 Jamaica Avenue, Queens, NY","A",11421,40.693326,-73.853045,"Peruvian","Americas","yes","yes","no"
"OhBagel Cafe","1755 Coney Island Ave , Brooklyn, NY","A",11230,40.614387,-73.963197,"Jewish/Kosher","European","yes","no","no"
"Erin McKenna's Bakery","248 Broome Street, Manhattan, NY","A",10002,40.717963,-73.989672,"Bakery","Dessert","no","yes","no"
"Towne Deli & Pizzeria","5373 arthur kill road, Staten Island, NY","A",10307,40.513376,-74.248014,"Pizza","Fast_food","yes","no","yes"
"Flaming Saddles","793  9TH AVE, Manhattan, NY","A",10019,40.765165,-73.987737,"American","Americas","yes","yes","yes"
"Palma","28 Cornelia, Manhattan, NY","A",10014,40.731419,-74.002132,"Italian","European","no","no","yes"
"P&S Bakery and Restaurant","917 Utica avenue , Brooklyn, NY","A",11203,40.650721,-73.930259,"Caribbean","Americas","yes","no","no"
"The Wheelhouse","165 Wilson Avenue, Brooklyn, NY","A",11237,40.699955,-73.924387,"American","Americas","yes","yes","yes"
"Tito Rad's Grill","49-10 Queens Blvd., Queens, NY","A",11377,40.742798,-73.915631,"Filipino","Asian","yes","no","no"
"il Buco","47 Bond Street, Manhattan, NY","B",10012,40.726028,-73.992885,"Italian","European","no","no","yes"
"Mansiï¿½n","46-11  Broadway , Queens, NY","B",11103,40.756644,-73.914028,"Greek","European","yes","yes","yes"
"OEC BUN & RAMEN","34 LEXINGTON AVE, Manhattan, NY","A",10010,40.739973,-73.984414,"American","Americas","yes","yes","no"
"Los Tacos Al Pastor","141 Front Street, Brooklyn, NY","A",11201,40.702461,-73.987492,"Pizza","Fast_food","yes","no","no"
"Java Day","43-58  162 street, Queens, NY","A",11358,40.758307,-73.804276,"Bagels/Pretzels","Dessert","yes","no","no"
"Amorina, Cucina Rustica","624 Vanderbilt Avenue, Brooklyn, NY","A",11238,40.677488,-73.968934,"Italian","European","yes","yes","yes"
"Little Cheers Inc","57-25  Roosevelt Avenue, Queens, NY","A",11377,40.745371,-73.907244,"Thai","Asian","yes","no","no"
"Huertas","107 1st Avenue, Manhattan, NY","C",10003,40.726719,-73.98594,"Spanish","European","yes","yes","yes"
"El gallo negro 2","132-07 14th ave., Queens, NY","A",11356,40.786279,-73.835993,"Pizza/Italian","Fast_food","yes","yes","yes"
"El gallo negro 2","132-07 14th ave., Queens, NY","A",11356,40.786279,-73.835993,"Mexican","Americas","yes","yes","yes"
"Gramercy Tavern","42 E 20th St, Manhattan, NY","A",10003,40.738851,-73.989026,"American","Americas","no","no","yes"
"Juliana's","19 Old Fulton St, Brooklyn, NY","A",11201,40.702574,-73.993595,"Italian","European","no","no","yes"
"Kakurega Japanese Cuisine","13344 37th Ave, Queens, NY","A",11354,40.760686,-73.833429,"Japanese","Asian","yes","yes","no"
"Minami Lounge","299 South 4th Street, Brooklyn, NY","A",11211,40.709271,-73.955707,"Japanese","Asian","no","yes","yes"
"123 BSB Restaurant","712  W. 125th Street, Manhattan, NY","A",10027,40.818398,-73.960771,"American","Americas","yes","no","yes"
"Curry leaves restaurants","13531 40road, Queens, NY","A",11354,40.758873,-73.830127,"Vietnamese/Cambodian/Malaysia","Asian","no","yes","no"
"Curry leaves restaurants","13531 40 road, Queens, NY","A",11354,40.758873,-73.830127,"Vietnamese/Cambodian/Malaysia","Asian","no","yes","no"
"Curry leaves restaurants","13531 40 road , Queens, NY","A",11354,40.758873,-73.830127,"Vietnamese/Cambodian/Malaysia","Asian","no","yes","no"
"CHEZ MA TANTE","90 CALYER STREET, Brooklyn, NY","A",11222,40.727017,-73.957571,"American","Americas","no","yes","yes"
"Ample Hills Creamery","115 Delancey Street, Manhattan, NY","N",10002,40.718509,-73.988085,"Spanish","European","yes","no","no"
"Ample Hills Creamery","115 Delancey Street, Manhattan, NY","N",10002,40.718509,-73.988085,"Ice Cream, Gelato, Yogurt, Ices","Dessert","yes","no","no"
"Ample Hills Creamery","115 Delancey Street, Manhattan, NY","N",10002,40.718509,-73.988085,"Other","Others","yes","no","no"
"Ample Hills Creamery","115 Delancey Street, Manhattan, NY","N",10002,40.718509,-73.988085,"Asian","Asian","yes","no","no"
"Ample Hills Creamery","115 Delancey Street, Manhattan, NY","N",10002,40.718509,-73.988085,"Bakery","Dessert","yes","no","no"
"CAPITOL DINER","4933  BROADWAY, Manhattan, NY","A",10034,40.867566,-73.921597,"American","Americas","yes","no","no"
"Sonbobs","3415 28 ave, Queens, NY","A",11103,40.767268,-73.917488,"Café/Coffee/Tea","Dessert","yes","no","no"
"Row House","2153 Frederick Douglass Blvd, Manhattan, NY","B",10026,40.804524,-73.955304,"American","Americas","yes","yes","yes"
"MAMO RESTAURANT","323  W Broadway, Manhattan, NY","A",10013,40.721999,-74.00408,"Italian","European","yes","yes","yes"
"Curry leaves restaurants","135-31 40 road , Queens, NY","A",11354,40.758873,-73.830127,"Vietnamese/Cambodian/Malaysia","Asian","no","yes","no"
"Love and Dough","57  Pearl Street, Brooklyn, NY","A",11201,40.703056,-73.987582,"Pizza","Fast_food","yes","no","no"
"IL MELOGRANO","501 WEST 51ST , Manhattan, NY","A",10019,40.765363,-73.991433,"Italian","European","yes","yes","yes"
"Mama Finaï¿½s","167 Avenue A, Manhattan, NY","A",10009,40.728151,-73.982018,"Filipino","Asian","yes","no","yes"
"Toms restaurant","2880  Broadway , Manhattan, NY","C",10025,40.805497,-73.965721,"American","Americas","yes","yes","no"
"TAK HING KITCHEN INC","1946  86TH STREET, Brooklyn, NY","A",11214,40.605263,-73.999363,"Chinese","Asian","yes","no","no"
"Java Day","4358 162 Street, Queens, NY","A",11358,40.758307,-73.804276,"Bagels/Pretzels","Dessert","yes","no","no"
"Mango Mango Desert","2024 86th Street, Brooklyn, NY","A",11214,40.604286,-73.997735,"Chinese","Asian","yes","no","no"
"8th street winecellar","28 W 8th st, Manhattan, NY","A",10011,40.732722,-73.997478,"American","Americas","no","no","yes"
"joy cafe inc","40 18  150st , Queens, NY","A",11354,40.763215,-73.814225,"Café/Coffee/Tea","Dessert","yes","yes","no"
"GD FOOD INC","14228 38TH AVE, Queens, NY","N",11354,40.761812,-73.826365,"Chinese","Asian","yes","yes","no"
"Yoodon","216-19 Northern blvd , Queens, NY","A",11361,40.760851,-73.765438,"Café/Coffee/Tea","Dessert","yes","no","no"
"Joes Pizza","216 bedford ave, Brooklyn, NY","A",11249,40.716815,-73.958833,"Pizza","Fast_food","no","yes","no"
"Joes Pizza","216 bedford ave, Brooklyn, NY","A",11249,40.716815,-73.958833,"Pizza","Fast_food","no","yes","no"
"TW noodle House","5401  8th AVE, Brooklyn, NY","A",11220,40.638788,-74.006122,"Café/Coffee/Tea","Dessert","yes","yes","no"
"GRAIN HOUSE","929 Amsterdam ave, Manhattan, NY","A",10025,40.80012,-73.965933,"Chinese","Asian","yes","yes","no"
"NONNAS 1977","39-26  BELL BLVD, Queens, NY","A",11361,40.764964,-73.771716,"Pizza/Italian","Fast_food","yes","yes","no"
"Jin Ding Xuan","5733 Main St, Queens, NY","A",11355,40.745823,-73.826028,"Chinese","Asian","yes","no","no"
"Starbucks Coffee","605 Third Ave, Manhattan, NY","A",10158,40.749076,-73.975682,"Asian","Asian","yes","no","no"
"GREEN GARDEN VILLAGE INC","216 GRAND ST, Manhattan, NY","C",10013,40.718908,-73.996053,"Chinese","Asian","yes","no","no"
"Tangra Masala","87-09 Grand Ave, Queens, NY","A",11373,40.736402,-73.878122,"Asian","Asian","yes","no","no"
"Reginaï¿½s Family Italian Pizzeria & Restaurant","176-49 Union Turnpike, Queens, NY","A",11366,40.725837,-73.791571,"Pizza/Italian","Fast_food","yes","yes","no"
"Bricklyn pizza","1240 Hancock street, Brooklyn, NY","N",11221,40.692573,-73.910826,"Café/Coffee/Tea","Dessert","yes","no","no"
"Popeyes","98 Walker St, Manhattan, NY","A",10013,40.717854,-74.000794,"Pizza","Fast_food","no","yes","no"
"Nostro Ristorante","710 5th Avenue, Brooklyn, NY","A",11215,40.660656,-73.994157,"Italian","European","yes","yes","yes"
"Kings Co Imperial","20 Skillman Avenue, Brooklyn, NY","A",11211,40.715351,-73.950678,"Chinese","Asian","yes","no","yes"
"Silver Star","1236  Second Avenue, Manhattan, NY","A",10065,40.764212,-73.961706,"American","Americas","yes","no","yes"
"Sabor de Cuba","3703 31 Avenue, Queens, NY","A",11103,40.762019,-73.918548,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Fresh Meadows Apple, LLC","61-48 188th St, Queens, NY","B",11365,40.739227,-73.786192,"Pizza","Fast_food","no","yes","yes"
"Jac Mao Chinese Cuisine","1771 Hylan Blvd , Staten Island, NY","A",10305,40.585842,-74.092743,"Chinese","Asian","yes","no","yes"
"Arirang Hibachi Steakhouse","8812-8814 4th Avenue, Brooklyn, NY","A",11209,40.621111,-74.029052,"Steak","Steak","yes","no","yes"
"Fig & Olive","420 West 13th Street, Manhattan, NY","N",10014,40.740622,-74.006741,"American","Americas","yes","yes","yes"
"Eastpoint","25 Avenue B, Manhattan, NY","A",10009,40.722316,-73.983214,"American","Americas","yes","yes","yes"
"THE BARLOW","446 PARK PLACE, Brooklyn, NY","A",11238,40.675406,-73.962629,"American","Americas","yes","yes","yes"
"HORTUS NYC","271 5TH AVE, Manhattan, NY","A",10016,40.745553,-73.986651,"Asian","Asian","yes","yes","yes"
"Campania coal fired pizza","240 Page ave, Staten Island, NY","A",10307,40.518129,-74.234494,"Hamburgers","Fast_food","yes","yes","yes"
"Black Tap","529 Broome Street, Manhattan, NY","A",10013,40.723925,-74.004145,"American","Americas","yes","yes","yes"
"El Sason De Mi Abuela Corp","1561  Westchester Ave, Bronx, NY","A",10472,40.828786,-73.877169,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"LA CHOZA DEL GORDO RESTAURANT","4105 NORTHERN BLVD, Queens, NY","A",11101,40.752865,-73.9224,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Snow Show Flushing Inc","13333 41 Ave, Queens, NY","N",11355,40.757841,-73.830284,"Bakery","Dessert","yes","yes","no"
"Los Cabos cantina and restaurant","4015 5th ave , Brooklyn, NY","A",11232,40.65056,-74.004627,"Spanish","European","no","no","yes"
"Coney Island Taste","2580 Coney Island Ave, Brooklyn, NY","A",11223,40.593932,-73.960871,"Peruvian","Americas","yes","no","yes"
"Joseph Leonard","170 Waverly Place, Manhattan, NY","A",10014,40.733658,-74.001577,"American","Americas","yes","yes","yes"
"El Castillo De Jagua Restaurant","113 Rivington Street, Manhattan, NY","A",10002,40.719904,-73.98781,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Pad Thai Noodle Lounge","114  8th Avenue, Manhattan, NY","A",10011,40.74083,-74.001725,"Thai","Asian","yes","yes","yes"
"Pizzeria giove","278 New dorp ln, Staten Island, NY","A",10306,40.57216,-74.112943,"Italian","European","no","no","yes"
"Follia","179  3rd Avenue, Manhattan, NY","A",10003,40.734972,-73.985945,"Italian","European","no","yes","yes"
"Q Town Asian Cusine Inc.","82-87 Broadway, Queens, NY","A",11373,40.741521,-73.880559,"Bakery","Dessert","yes","yes","yes"
"BK9 Kitchen and Bar","62 5th Avenue, Brooklyn, NY","B",11217,40.681149,-73.977264,"Caribbean","Americas","no","no","yes"
"Bailey's Corner","1607 York Ave, Manhattan, NY","A",10028,40.775087,-73.947752,"Irish","European","yes","no","yes"
"new york canton lounge","70 mott street, Manhattan, NY","Z",10013,40.716246,-73.998103,"Chinese","Asian","no","yes","yes"
"Gen","659 Washington Ave, Brooklyn, NY","A",11238,40.677673,-73.963728,"Japanese","Asian","yes","yes","yes"
"Jin Ramen","3183 Broadway, Manhattan, NY","B",10027,40.815274,-73.958602,"Japanese","Asian","yes","no","yes"
"Franks Pizza","2134  Flatbush Av, Brooklyn, NY","A",11234,40.61777,-73.931569,"Pizza","Fast_food","yes","no","yes"
"Legends Restaurant & Bar","1735 E 172nd Street, Bronx, NY","A",10472,40.832521,-73.869718,"Pizza/Italian","Fast_food","yes","no","yes"
"Ruffian Wine Bar","125  E 7th St, Manhattan, NY","A",10009,40.726386,-73.984309,"Continental","Oceanian","yes","yes","yes"
"Spring Lounge","48 Spring Street, Manhattan, NY","A",10012,40.721996,-73.996403,"American","Americas","yes","yes","yes"
"Glow Thai","7107 3rd Ave, Brooklyn, NY","A",11209,40.633872,-74.026798,"Thai","Asian","yes","yes","yes"
"Pierogi Boys","445 Albee Sq West, Brooklyn, NY","A",11201,40.690833,-73.983452,"American","Americas","yes","no","yes"
"FUYU RAMEN & SAKE","46-17 Queens blvd, Queens, NY","A",11104,40.743135,-73.918449,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Ducks Eatery","351 East 12th Street, Manhattan, NY","A",10003,40.730515,-73.984702,"American","Americas","no","yes","yes"
"GINO'S PIZZERIA RESTAURANT","345 E 83 ST, Manhattan, NY","A",10028,40.77547,-73.952063,"Pizza","Fast_food","yes","yes","yes"
"The Milling Room","446 COLUMBUS AVE, Manhattan, NY","A",10024,40.78353,-73.97434,"Italian","European","yes","yes","yes"
"Dï¿½Alessandroï¿½s Corner Grill","39-35 Bell Blvd, Queens, NY","A",11361,40.764909,-73.771662,"Ice Cream, Gelato, Yogurt, Ices","Dessert","yes","no","yes"
"wbnc restaurant management llc","688 10th avenue, Manhattan, NY","A",10019,40.763565,-73.992589,"Mexican","Americas","yes","yes","yes"
"Endswell Bar & Bistro","773 Fulton St., Brooklyn, NY","A",11217,40.686047,-73.973758,"American","Americas","no","yes","yes"
"Previti Pizza","123 East 41st Street, Manhattan, NY","A",10168,40.750943,-73.976908,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","yes"
"The New York Beer Company","321 W 44th Street, Manhattan, NY","A",10036,40.75889,-73.989669,"American","Americas","yes","yes","yes"
"Bar Bruno","520 Henry Street, Brooklyn, NY","A",11231,40.683374,-73.999784,"Mexican","Americas","yes","yes","yes"
"GAETANAS","143  CHRISTOPHER STREET, Manhattan, NY","A",10014,40.732829,-74.007693,"American","Americas","yes","yes","yes"
"Panorama Restaurant","87-10 Astoria Blvd, Queens, NY","A",11369,40.764147,-73.882056,"Chinese","Asian","no","yes","no"
"Black Fox Coffee","45 East 45th, Manhattan, NY","A",10017,40.754538,-73.977398,"Pizza/Italian","Fast_food","yes","no","no"
"Cantina 33 Inc","5533  Myrtle Avenue , Queens, NY","A",11385,40.699981,-73.907505,"Peruvian","Americas","yes","yes","yes"
"Blue Ruin","538 9th Avenue, Manhattan, NY","A",10018,40.756953,-73.993691,"Pizza","Fast_food","yes","yes","yes"
"Erv's on Beekman","2122  Beekman Place, Brooklyn, NY","A",11225,40.66001,-73.960825,"American","Americas","yes","yes","yes"
